institution_id,display_name
UNIVERSITY_OF_KONSTANZ,"University of Konstanz"
WASHINGTON_STATE_UNIVERSITY,"Washington State University"
IOWA_STATE_UNIVERSITY,"Iowa State University"
BEN_GURION_UNIVERSITY_OF_THE_NEGEV,"Ben-Gurion University of the Negev"
UNIVERSITY_OF_ESSEX,"Essex, University of"
JOHANNES_KEPLER_UNIVERSITY_LINZ,"Johannes Kepler University of Linz"
BANGOR_UNIVERSITY,"Bangor University"
HIROSHIMA_UNIVERSITY,"Hiroshima University"
UNIVERSITY_OF_POTSDAM,"University of Potsdam"
AJMAN_UNIVERSITY,"Ajman University"
BILKENT_UNIVERSITY,"Bilkent University"
IIT_INDORE,"Indian Institute of Technology Indore"
ROYAL_HOLLOWAY_UNIVERSITY_OF_LONDON,"Royal Holloway University of London"
AIX_MARSEILLE_UNIVERSITY,"Aix-Marseille Université"
PONTIFICIA_UNIVERSIDAD_CATOLICA_ARGENTINA,"Pontificia Universidad Católica Argentina"
UNIVERSITY_OF_TENNESSEE_KNOXVILLE,"University of Tennessee at Knoxville"
CHINA_AGRICULTURAL_UNIVERSITY,"China Agricultural University"
AMERICAN_UNIVERSITY_OF_RAS_AL_KHAIMAH,"American University of Ras Al Khaimah"
NATIONAL_SUN_YAT_SEN_UNIVERSITY,"National Sun Yat-sen University"
UNIVERSITY_OF_MANNHEIM,"University of Mannheim"
UNIVERSITY_OF_HAWAII_AT_MANOA,"University of Hawaiʻi at Mānoa"
CHONGQING_UNIVERSITY,"Chongqing University"
CHUNG_ANG_UNIVERSITY,"Chung-Ang University"
ISFAHAN_UNIVERSITY_OF_TECHNOLOGY,"Isfahan University of Technology"
SHANGHAI_UNIVERSITY,"Shanghai University"
UNESP,"Universidade Estadual Paulista (Unesp)"
UNIVERSITY_OF_JYVASKYLA,"University of Jyväskylä"
CENTRAL_QUEENSLAND_UNIVERSITY,"Central Queensland University"
DUY_TAN_UNIVERSITY,"Duy Tan University"
JILIN_UNIVERSITY,"Jilin University"
MEPHI,"National Research Nuclear University MEPhI"
UNIVERSIDAD_DE_COSTA_RICA,"Universidad de Costa Rica"
UC_RIVERSIDE,"University of California, Riverside"
AMES_NATIONAL_LABORATORY,"Ames National Laboratory"
ARGONNE_NATIONAL_LABORATORY,"Argonne National Laboratory"
BROOKHAVEN_NATIONAL_LABORATORY,"Brookhaven National Laboratory"
FERMI_NATIONAL_ACCELERATOR_LABORATORY,"Fermi National Accelerator Laboratory"
IDAHO_NATIONAL_LABORATORY,"Idaho National Laboratory"
LAWRENCE_BERKELEY_NATIONAL_LABORATORY,"Lawrence Berkeley National Laboratory"
LAWRENCE_LIVERMORE_NATIONAL_LABORATORY,"Lawrence Livermore National Laboratory"
LOS_ALAMOS_NATIONAL_LABORATORY,"Los Alamos National Laboratory"
NATIONAL_ENERGY_TECHNOLOGY_LABORATORY,"National Energy Technology Laboratory"
NATIONAL_RENEWABLE_ENERGY_LABORATORY,"National Renewable Energy Laboratory"
OAK_RIDGE_NATIONAL_LABORATORY,"Oak Ridge National Laboratory"
PACIFIC_NORTHWEST_NATIONAL_LABORATORY,"Pacific Northwest National Laboratory"
PRINCETON_PLASMA_PHYSICS_LABORATORY,"Princeton Plasma Physics Laboratory"
SANDIA_NATIONAL_LABORATORIES,"Sandia National Laboratories"
SAVANNAH_RIVER_NATIONAL_LABORATORY,"Savannah River National Laboratory"
SLAC_NATIONAL_ACCELERATOR_LABORATORY,"SLAC National Accelerator Laboratory"
THOMAS_JEFFERSON_NATIONAL_ACCELERATOR_FACILITY,"Thomas Jefferson National Accelerator Facility"
AMES_RESEARCH_CENTER,"Ames Research Center"
ARMSTRONG_FLIGHT_RESEARCH_CENTER,"Armstrong Flight Research Center"
GLENN_RESEARCH_CENTER,"Glenn Research Center"
GODDARD_SPACE_FLIGHT_CENTER,"Goddard Space Flight Center"
JET_PROPULSION_LABORATORY,"Jet Propulsion Laboratory"
JOHNSON_SPACE_CENTER,"Johnson Space Center"
KENNEDY_SPACE_CENTER,"Kennedy Space Center"
LANGLEY_RESEARCH_CENTER,"Langley Research Center"
MARSHALL_SPACE_FLIGHT_CENTER,"Marshall Space Flight Center"
STENNIS_SPACE_CENTER,"Stennis Space Center"
NATIONAL_CANCER_INSTITUTE,"National Cancer Institute"
NATIONAL_EYE_INSTITUTE,"National Eye Institute"
NATIONAL_HEART_LUNG_AND_BLOOD_INSTITUTE,"National Heart, Lung, and Blood Institute"
NATIONAL_HUMAN_GENOME_RESEARCH_INSTITUTE,"National Human Genome Research Institute"
NATIONAL_INSTITUTE_ON_AGING,"National Institute on Aging"
NATIONAL_INSTITUTE_ON_ALCOHOL_ABUSE_AND_ALCOHOLISM,"National Institute on Alcohol Abuse and Alcoholism"
NATIONAL_INSTITUTE_OF_ALLERGY_AND_INFECTIOUS_DISEASES,"National Institute of Allergy and Infectious Diseases"
NATIONAL_INSTITUTE_OF_ARTHRITIS_AND_MUSCULOSKELETAL_AND_SKIN_DISEASES,"National Institute of Arthritis and Musculoskeletal and Skin Diseases"
NATIONAL_INSTITUTE_OF_BIOMEDICAL_IMAGING_AND_BIOENGINEERING,"National Institute of Biomedical Imaging and Bioengineering"
NATIONAL_INSTITUTE_OF_CHILD_HEALTH_AND_HUMAN_DEVELOPMENT,"National Institute of Child Health and Human Development"
NATIONAL_INSTITUTE_ON_DEAFNESS_AND_OTHER_COMMUNICATION_DISORDERS,"National Institute on Deafness and Other Communication Disorders"
NATIONAL_INSTITUTE_OF_DENTAL_AND_CRANIOFACIAL_RESEARCH,"National Institute of Dental and Craniofacial Research"
NATIONAL_INSTITUTE_OF_DIABETES_AND_DIGESTIVE_AND_KIDNEY_DISEASES,"National Institute of Diabetes and Digestive and Kidney Diseases"
NATIONAL_INSTITUTE_ON_DRUG_ABUSE,"National Institute on Drug Abuse"
NATIONAL_INSTITUTE_OF_ENVIRONMENTAL_HEALTH_SCIENCES,"National Institute of Environmental Health Sciences"
NATIONAL_INSTITUTE_OF_GENERAL_MEDICAL_SCIENCES,"National Institute of General Medical Sciences"
NATIONAL_INSTITUTE_OF_MENTAL_HEALTH,"National Institute of Mental Health"
NATIONAL_INSTITUTE_ON_MINORITY_HEALTH_AND_HEALTH_DISPARITIES,"National Institute on Minority Health and Health Disparities"
NATIONAL_INSTITUTE_OF_NEUROLOGICAL_DISORDERS_AND_STROKE,"National Institute of Neurological Disorders and Stroke"
NATIONAL_INSTITUTE_OF_NURSING_RESEARCH,"National Institute of Nursing Research"
NATIONAL_LIBRARY_OF_MEDICINE,"National Library of Medicine"
FOGARTY_INTERNATIONAL_CENTER,"Fogarty International Center"
NATIONAL_CENTER_FOR_ADVANCING_TRANSLATIONAL_SCIENCES,"National Center for Advancing Translational Sciences"
NATIONAL_CENTER_FOR_COMPLEMENTARY_AND_INTEGRATIVE_HEALTH,"National Center for Complementary and Integrative Health"
NIH_CLINICAL_CENTER,"NIH Clinical Center"
ATLANTIC_OCEANOGRAPHIC_AND_METEOROLOGICAL_LABORATORY,"Atlantic Oceanographic and Meteorological Laboratory"
AIR_RESOURCES_LABORATORY,"Air Resources Laboratory"
CHEMICAL_SCIENCES_LABORATORY,"Chemical Sciences Laboratory"
GEOPHYSICAL_FLUID_DYNAMICS_LABORATORY,"Geophysical Fluid Dynamics Laboratory"
GREAT_LAKES_ENVIRONMENTAL_RESEARCH_LABORATORY,"Great Lakes Environmental Research Laboratory"
GLOBAL_MONITORING_LABORATORY,"Global Monitoring Laboratory"
GLOBAL_SYSTEMS_LABORATORY,"Global Systems Laboratory"
NATIONAL_SEVERE_STORMS_LABORATORY,"National Severe Storms Laboratory"
PACIFIC_MARINE_ENVIRONMENTAL_LABORATORY,"Pacific Marine Environmental Laboratory"
PHYSICAL_SCIENCES_LABORATORY,"Physical Sciences Laboratory"
MAX_PLANCK_INSTITUTE_FOR_EMPIRICAL_AESTHETICS,"Max Planck Institute for Empirical Aesthetics"
MAX_PLANCK_INSTITUTE_OF_ANIMAL_BEHAVIOR,"Max Planck Institute of Animal Behavior"
MAX_PLANCK_INSTITUTE_FOR_EVOLUTIONARY_ANTHROPOLOGY,"Max Planck Institute for Evolutionary Anthropology"
MAX_PLANCK_INSTITUTE_FOR_SOCIAL_ANTHROPOLOGY,"Max Planck Institute for Social Anthropology"
MAX_PLANCK_INSTITUTE_FOR_ASTRONOMY,"Max Planck Institute for Astronomy"
MAX_PLANCK_INSTITUTE_FOR_ASTROPHYSICS,"Max Planck Institute for Astrophysics"
BIBLIOTHECA_HERTZIANA_MAX_PLANCK_INSTITUTE_FOR_ART_HISTORY,"Bibliotheca Hertziana – Max Planck Institute for Art History"
MAX_PLANCK_INSTITUTE_OF_BIOCHEMISTRY,"Max Planck Institute of Biochemistry"
MAX_PLANCK_INSTITUTE_FOR_BIOGEOCHEMISTRY,"Max Planck Institute for Biogeochemistry"
MAX_PLANCK_INSTITUTE_FOR_BIOLOGICAL_INTELLIGENCE,"Max Planck Institute for Biological Intelligence"
MAX_PLANCK_INSTITUTE_FOR_BIOLOGY_OF_AGEING,"Max Planck Institute for Biology of Ageing"
MAX_PLANCK_INSTITUTE_FOR_MOLECULAR_BIOMEDICINE,"Max Planck Institute for Molecular Biomedicine"
MAX_PLANCK_INSTITUTE_FOR_BIOLOGY_TUBINGEN,"Max Planck Institute for Biology Tübingen"
MAX_PLANCK_INSTITUTE_OF_BIOPHYSICS,"Max Planck Institute of Biophysics"
MAX_PLANCK_INSTITUTE_FOR_BRAIN_RESEARCH,"Max Planck Institute for Brain Research"
MAX_PLANCK_INSTITUTE_OF_MOLECULAR_CELL_BIOLOGY_AND_GENETICS,"Max Planck Institute of Molecular Cell Biology and Genetics"
MAX_PLANCK_INSTITUTE_FOR_CHEMISTRY,"Max Planck Institute for Chemistry"
MAX_PLANCK_INSTITUTE_FOR_COAL_RESEARCH,"Max Planck Institute for Coal Research"
MAX_PLANCK_INSTITUTE_FOR_HUMAN_COGNITIVE_AND_BRAIN_SCIENCES,"Max Planck Institute for Human Cognitive and Brain Sciences"
MAX_PLANCK_INSTITUTE_FOR_RESEARCH_ON_COLLECTIVE_GOODS,"Max Planck Institute for Research on Collective Goods"
MAX_PLANCK_INSTITUTE_OF_COLLOIDS_AND_INTERFACES,"Max Planck Institute of Colloids and Interfaces"
MAX_PLANCK_INSTITUTE_FOR_THE_STUDY_OF_CRIME_SECURITY_AND_LAW,"Max Planck Institute for the Study of Crime, Security and Law"
MAX_PLANCK_INSTITUTE_FOR_BIOLOGICAL_CYBERNETICS,"Max Planck Institute for Biological Cybernetics"
MAX_PLANCK_INSTITUTE_FOR_DEMOGRAPHIC_RESEARCH,"Max Planck Institute for Demographic Research"
MAX_PLANCK_INSTITUTE_FOR_THE_STUDY_OF_RELIGIOUS_AND_ETHNIC_DIVERSITY,"Max Planck Institute for the Study of Religious and Ethnic Diversity"
MAX_PLANCK_INSTITUTE_FOR_DYNAMICS_OF_COMPLEX_TECHNICAL_SYSTEMS,"Max Planck Institute for Dynamics of Complex Technical Systems"
MAX_PLANCK_INSTITUTE_FOR_DYNAMICS_AND_SELF_ORGANIZATION,"Max Planck Institute for Dynamics and Self-Organization"
MAX_PLANCK_INSTITUTE_FOR_CHEMICAL_ECOLOGY,"Max Planck Institute for Chemical Ecology"
MAX_PLANCK_INSTITUTE_FOR_CHEMICAL_ENERGY_CONVERSION,"Max Planck Institute for Chemical Energy Conversion"
ERNST_STRUNGMANN_INSTITUTE_FOR_NEUROSCIENCE_IN_COOPERATION_WITH_MAX_PLANCK_SOCIETY,"Ernst Strüngmann Institute for Neuroscience in Cooperation with Max Planck Society"
MAX_PLANCK_INSTITUTE_FOR_EVOLUTIONARY_BIOLOGY,"Max Planck Institute for Evolutionary Biology"
MAX_PLANCK_FLORIDA_INSTITUTE_FOR_NEUROSCIENCE,"Max Planck Florida Institute for Neuroscience"
FRIEDRICH_MIESCHER_LABORATORY_OF_THE_MAX_PLANCK_SOCIETY,"Friedrich Miescher Laboratory of the Max Planck Society"
FRITZ_HABER_INSTITUTE_OF_THE_MAX_PLANCK_SOCIETY,"Fritz Haber Institute of the Max Planck Society"
MAX_PLANCK_INSTITUTE_FOR_MOLECULAR_GENETICS,"Max Planck Institute for Molecular Genetics"
MAX_PLANCK_INSTITUTE_OF_GEOANTHROPOLOGY,"Max Planck Institute of Geoanthropology"
MAX_PLANCK_INSTITUTE_FOR_GRAVITATIONAL_PHYSICS,"Max Planck Institute for Gravitational Physics"
MAX_PLANCK_INSTITUTE_FOR_HEART_AND_LUNG_RESEARCH,"Max Planck Institute for Heart and Lung Research"
MAX_PLANCK_INSTITUTE_FOR_THE_HISTORY_OF_SCIENCE,"Max Planck Institute for the History of Science"
MAX_PLANCK_INSTITUTE_FOR_HUMAN_DEVELOPMENT,"Max Planck Institute for Human Development"
MAX_PLANCK_INSTITUTE_OF_IMMUNOBIOLOGY_AND_EPIGENETICS,"Max Planck Institute of Immunobiology and Epigenetics"
MAX_PLANCK_INSTITUTE_FOR_INFECTION_BIOLOGY,"Max Planck Institute for Infection Biology"
MAX_PLANCK_INSTITUTE_FOR_INFORMATICS,"Max Planck Institute for Informatics"
MAX_PLANCK_INSTITUTE_FOR_INNOVATION_AND_COMPETITION,"Max Planck Institute for Innovation and Competition"
MAX_PLANCK_INSTITUTE_FOR_INTELLIGENT_SYSTEMS,"Max Planck Institute for Intelligent Systems"
KUNSTHISTORISCHES_INSTITUT_IN_FLORENZ,"Kunsthistorisches Institut in Florenz"
MAX_PLANCK_INSTITUTE_FOR_COMPARATIVE_AND_INTERNATIONAL_PRIVATE_LAW,"Max Planck Institute for Comparative and International Private Law"
MAX_PLANCK_INSTITUTE_FOR_COMPARATIVE_PUBLIC_LAW_AND_INTERNATIONAL_LAW,"Max Planck Institute for Comparative Public Law and International Law"
MAX_PLANCK_INSTITUTE_FOR_SOCIAL_LAW_AND_SOCIAL_POLICY,"Max Planck Institute for Social Law and Social Policy"
MAX_PLANCK_INSTITUTE_FOR_TAX_LAW_AND_PUBLIC_FINANCE,"Max Planck Institute for Tax Law and Public Finance"
MAX_PLANCK_INSTITUTE_FOR_LEGAL_HISTORY_AND_LEGAL_THEORY,"Max Planck Institute for Legal History and Legal Theory"
MAX_PLANCK_INSTITUTE_FOR_MATHEMATICS,"Max Planck Institute for Mathematics"
MAX_PLANCK_INSTITUTE_FOR_MATHEMATICS_IN_THE_SCIENCES,"Max Planck Institute for Mathematics in the Sciences"
MAX_PLANCK_INSTITUTE_FOR_MEDICAL_RESEARCH,"Max Planck Institute for Medical Research"
MAX_PLANCK_INSTITUTE_FOR_METABOLISM_RESEARCH,"Max Planck Institute for Metabolism Research"
MAX_PLANCK_INSTITUTE_FOR_METEOROLOGY,"Max Planck Institute for Meteorology"
MAX_PLANCK_INSTITUTE_FOR_MARINE_MICROBIOLOGY,"Max Planck Institute for Marine Microbiology"
MAX_PLANCK_INSTITUTE_FOR_TERRESTRIAL_MICROBIOLOGY,"Max Planck Institute for Terrestrial Microbiology"
MAX_PLANCK_INSTITUTE_OF_MICROSTRUCTURE_PHYSICS,"Max Planck Institute of Microstructure Physics"
MAX_PLANCK_INSTITUTE_FOR_MULTIDISCIPLINARY_SCIENCES,"Max Planck Institute for Multidisciplinary Sciences"
MAX_PLANCK_INSTITUTE_FOR_NEUROBIOLOGY_OF_BEHAVIOR_CAESAR,"Max Planck Institute for Neurobiology of Behavior – caesar"
MAX_PLANCK_RESEARCH_UNIT_FOR_NEUROGENETICS,"Max Planck Research Unit for Neurogenetics"
MAX_PLANCK_UNIT_FOR_THE_SCIENCE_OF_PATHOGENS,"Max Planck Unit for the Science of Pathogens"
MAX_PLANCK_INSTITUTE_FOR_NUCLEAR_PHYSICS,"Max Planck Institute for Nuclear Physics"
MAX_PLANCK_INSTITUTE_FOR_PHYSICS,"Max Planck Institute for Physics"
MAX_PLANCK_INSTITUTE_FOR_THE_PHYSICS_OF_COMPLEX_SYSTEMS,"Max Planck Institute for the Physics of Complex Systems"
MAX_PLANCK_INSTITUTE_FOR_CHEMICAL_PHYSICS_OF_SOLIDS,"Max Planck Institute for Chemical Physics of Solids"
MAX_PLANCK_INSTITUTE_FOR_EXTRATERRESTRIAL_PHYSICS,"Max Planck Institute for Extraterrestrial Physics"
MAX_PLANCK_INSTITUTE_FOR_THE_SCIENCE_OF_LIGHT,"Max Planck Institute for the Science of Light"
MAX_PLANCK_INSTITUTE_OF_MOLECULAR_PHYSIOLOGY,"Max Planck Institute of Molecular Physiology"
MAX_PLANCK_INSTITUTE_FOR_PLANT_BREEDING_RESEARCH,"Max Planck Institute for Plant Breeding Research"
MAX_PLANCK_INSTITUTE_OF_MOLECULAR_PLANT_PHYSIOLOGY,"Max Planck Institute of Molecular Plant Physiology"
MAX_PLANCK_INSTITUTE_FOR_PLASMA_PHYSICS,"Max Planck Institute for Plasma Physics"
MAX_PLANCK_INSTITUTE_FOR_POLYMER_RESEARCH,"Max Planck Institute for Polymer Research"
MAX_PLANCK_INSTITUTE_OF_PSYCHIATRY,"Max Planck Institute of Psychiatry"
MAX_PLANCK_INSTITUTE_FOR_PSYCHOLINGUISTICS,"Max Planck Institute for Psycholinguistics"
MAX_PLANCK_INSTITUTE_OF_QUANTUM_OPTICS,"Max Planck Institute of Quantum Optics"
MAX_PLANCK_INSTITUTE_FOR_RADIO_ASTRONOMY,"Max Planck Institute for Radio Astronomy"
MAX_PLANCK_INSTITUTE_FOR_SECURITY_AND_PRIVACY,"Max Planck Institute for Security and Privacy"
MAX_PLANCK_INSTITUTE_FOR_THE_STUDY_OF_SOCIETIES,"Max Planck Institute for the Study of Societies"
MAX_PLANCK_INSTITUTE_FOR_SOFTWARE_SYSTEMS,"Max Planck Institute for Software Systems"
MAX_PLANCK_INSTITUTE_FOR_SOLAR_SYSTEM_RESEARCH,"Max Planck Institute for Solar System Research"
MAX_PLANCK_INSTITUTE_FOR_SOLID_STATE_RESEARCH,"Max Planck Institute for Solid State Research"
MAX_PLANCK_INSTITUTE_FOR_THE_STRUCTURE_AND_DYNAMICS_OF_MATTER,"Max Planck Institute for the Structure and Dynamics of Matter"
MAX_PLANCK_INSTITUTE_FOR_SUSTAINABLE_MATERIALS,"Max Planck Institute for Sustainable Materials"
FRAUNHOFER_INSTITUTE_FOR_ADDITIVE_PRODUCTION_TECHNOLOGIES_IAPT,"Fraunhofer Institute for Additive Production Technologies IAPT"
FRAUNHOFER_INSTITUTE_FOR_ALGORITHMS_AND_SCIENTIFIC_COMPUTING_SCAI,"Fraunhofer Institute for Algorithms and Scientific Computing SCAI"
FRAUNHOFER_INSTITUTE_FOR_APPLIED_INFORMATION_TECHNOLOGY_FIT,"Fraunhofer Institute for Applied Information Technology FIT"
FRAUNHOFER_INSTITUTE_FOR_APPLIED_AND_INTEGRATED_SECURITY_AISEC,"Fraunhofer Institute for Applied and Integrated Security AISEC"
FRAUNHOFER_INSTITUTE_FOR_APPLIED_OPTICS_AND_PRECISION_ENGINEERING_IOF,"Fraunhofer Institute for Applied Optics and Precision Engineering IOF"
FRAUNHOFER_INSTITUTE_FOR_APPLIED_POLYMER_RESEARCH_IAP,"Fraunhofer Institute for Applied Polymer Research IAP"
FRAUNHOFER_INSTITUTE_FOR_APPLIED_SOLID_STATE_PHYSICS_IAF,"Fraunhofer Institute for Applied Solid State Physics IAF"
FRAUNHOFER_RESEARCH_FAB_BATTERY_CELLS_FFB,"Fraunhofer Research Fab Battery Cells FFB"
FRAUNHOFER_INSTITUTE_FOR_BIOMEDICAL_ENGINEERING_IBMT,"Fraunhofer Institute for Biomedical Engineering IBMT"
FRAUNHOFER_INSTITUTE_FOR_BUILDING_PHYSICS_IBP,"Fraunhofer Institute for Building Physics IBP"
FRAUNHOFER_INSTITUTE_FOR_CASTING_COMPOSITE_AND_PROCESSING_TECHNOLOGY_IGCV,"Fraunhofer Institute for Casting, Composite and Processing Technology IGCV"
FRAUNHOFER_INSTITUTE_FOR_CELL_THERAPY_AND_IMMUNOLOGY_IZI,"Fraunhofer Institute for Cell Therapy and Immunology IZI"
FRAUNHOFER_INSTITUTE_FOR_CERAMIC_TECHNOLOGIES_AND_SYSTEMS_IKTS,"Fraunhofer Institute for Ceramic Technologies and Systems IKTS"
FRAUNHOFER_INSTITUTE_FOR_CHEMICAL_TECHNOLOGY_ICT,"Fraunhofer Institute for Chemical Technology ICT"
FRAUNHOFER_INSTITUTE_FOR_COMMUNICATION_INFORMATION_PROCESSING_AND_ERGONOMICS_FKIE,"Fraunhofer Institute for Communication, Information Processing and Ergonomics FKIE"
FRAUNHOFER_INSTITUTE_FOR_COMPUTER_GRAPHICS_RESEARCH_IGD,"Fraunhofer Institute for Computer Graphics Research IGD"
FRAUNHOFER_INSTITUTE_FOR_DIGITAL_MEDIA_TECHNOLOGY_IDMT,"Fraunhofer Institute for Digital Media Technology IDMT"
FRAUNHOFER_INSTITUTE_FOR_DIGITAL_MEDICINE_MEVIS,"Fraunhofer Institute for Digital Medicine MEVIS"
FRAUNHOFER_INSTITUTE_FOR_ELECTRON_BEAM_AND_PLASMA_TECHNOLOGY_FEP,"Fraunhofer Institute for Electron Beam and Plasma Technology FEP"
FRAUNHOFER_INSTITUTE_FOR_ELECTRONIC_NANO_SYSTEMS_ENAS,"Fraunhofer Institute for Electronic Nano Systems ENAS"
FRAUNHOFER_INSTITUTE_FOR_ENERGY_ECONOMICS_AND_ENERGY_SYSTEM_TECHNOLOGY_IEE,"Fraunhofer Institute for Energy Economics and Energy System Technology IEE"
FRAUNHOFER_RESEARCH_INSTITUTION_FOR_ENERGY_INFRASTRUCTURES_AND_GEOTHERMAL_SYSTEMS_IEG,"Fraunhofer Research Institution for Energy Infrastructures and Geothermal Systems IEG"
FRAUNHOFER_INSTITUTE_FOR_ENVIRONMENTAL_SAFETY_AND_ENERGY_TECHNOLOGY_UMSICHT,"Fraunhofer Institute for Environmental, Safety and Energy Technology UMSICHT"
FRAUNHOFER_INSTITUTE_FOR_COGNITIVE_SYSTEMS_IKS,"Fraunhofer Institute for Cognitive Systems IKS"
FRAUNHOFER_INSTITUTE_FOR_EXPERIMENTAL_SOFTWARE_ENGINEERING_IESE,"Fraunhofer Institute for Experimental Software Engineering IESE"
FRAUNHOFER_INSTITUTE_FOR_FACTORY_OPERATION_AND_AUTOMATION_IFF,"Fraunhofer Institute for Factory Operation and Automation IFF"
FRAUNHOFER_INSTITUTE_FOR_HIGH_FREQUENCY_PHYSICS_AND_RADAR_TECHNIQUES_FHR,"Fraunhofer Institute for High Frequency Physics and Radar Techniques FHR"
FRAUNHOFER_INSTITUTE_FOR_HIGH_SPEED_DYNAMICS_ERNST_MACH_INSTITUT_EMI,"Fraunhofer Institute for High-Speed Dynamics, Ernst-Mach-Institut EMI"
FRAUNHOFER_RESEARCH_INSTITUTION_FOR_INDIVIDUALIZED_AND_CELL_BASED_MEDICAL_ENGINEERING_IMTE,"Fraunhofer Research Institution for Individualized and Cell-Based Medical Engineering IMTE"
FRAUNHOFER_INSTITUTE_FOR_INDUSTRIAL_ENGINEERING_IAO,"Fraunhofer Institute for Industrial Engineering IAO"
FRAUNHOFER_INSTITUTE_FOR_INDUSTRIAL_MATHEMATICS_ITWM,"Fraunhofer Institute for Industrial Mathematics ITWM"
FRAUNHOFER_INFORMATION_CENTER_FOR_PLANNING_AND_BUILDING_IRB,"Fraunhofer Information Center for Planning and Building IRB"
FRAUNHOFER_INSTITUTE_FOR_INTEGRATED_CIRCUITS_IIS,"Fraunhofer Institute for Integrated Circuits IIS"
FRAUNHOFER_INSTITUTE_FOR_INTEGRATED_SYSTEMS_AND_DEVICE_TECHNOLOGY_IISB,"Fraunhofer Institute for Integrated Systems and Device Technology IISB"
FRAUNHOFER_INSTITUTE_FOR_INTELLIGENT_ANALYSIS_AND_INFORMATION_SYSTEMS_IAIS,"Fraunhofer Institute for Intelligent Analysis and Information Systems IAIS"
FRAUNHOFER_INSTITUTE_FOR_INTERFACIAL_ENGINEERING_AND_BIOTECHNOLOGY_IGB,"Fraunhofer Institute for Interfacial Engineering and Biotechnology IGB"
FRAUNHOFER_INSTITUTE_FOR_LARGE_STRUCTURES_IN_PRODUCTION_ENGINEERING_IGP,"Fraunhofer Institute for Large Structures in Production Engineering IGP"
FRAUNHOFER_INSTITUTE_FOR_LASER_TECHNOLOGY_ILT,"Fraunhofer Institute for Laser Technology ILT"
FRAUNHOFER_INSTITUTE_FOR_MACHINE_TOOLS_AND_FORMING_TECHNOLOGY_IWU,"Fraunhofer Institute for Machine Tools and Forming Technology IWU"
FRAUNHOFER_INSTITUTE_FOR_MANUFACTURING_TECHNOLOGY_AND_ADVANCED_MATERIALS_IFAM,"Fraunhofer Institute for Manufacturing Technology and Advanced Materials IFAM"
FRAUNHOFER_INSTITUTE_FOR_MANUFACTURING_ENGINEERING_AND_AUTOMATION_IPA,"Fraunhofer Institute for Manufacturing Engineering and Automation IPA"
FRAUNHOFER_INSTITUTE_FOR_MATERIAL_AND_BEAM_TECHNOLOGY_IWS,"Fraunhofer Institute for Material and Beam Technology IWS"
FRAUNHOFER_INSTITUTE_FOR_MATERIAL_FLOW_AND_LOGISTICS_IML,"Fraunhofer Institute for Material Flow and Logistics IML"
FRAUNHOFER_RESEARCH_INSTITUTION_FOR_MATERIALS_RECYCLING_AND_RESOURCE_STRATEGIES_IWKS,"Fraunhofer Research Institution for Materials Recycling and Resource Strategies IWKS"
FRAUNHOFER_INSTITUTE_FOR_MECHANICS_OF_MATERIALS_IWM,"Fraunhofer Institute for Mechanics of Materials IWM"
FRAUNHOFER_INSTITUTE_FOR_MECHATRONIC_SYSTEMS_DESIGN_IEM,"Fraunhofer Institute for Mechatronic Systems Design IEM"
FRAUNHOFER_INSTITUTE_FOR_MICROELECTRONIC_CIRCUITS_AND_SYSTEMS_IMS,"Fraunhofer Institute for Microelectronic Circuits and Systems IMS"
FRAUNHOFER_INSTITUTE_FOR_MICROENGINEERING_AND_MICROSYSTEMS_IMM,"Fraunhofer Institute for Microengineering and Microsystems IMM"
FRAUNHOFER_INSTITUTE_FOR_MICROSTRUCTURE_OF_MATERIALS_AND_SYSTEMS_IMWS,"Fraunhofer Institute for Microstructure of Materials and Systems IMWS"
FRAUNHOFER_RESEARCH_INSTITUTION_FOR_MICROSYSTEMS_AND_SOLID_STATE_TECHNOLOGIES_EMFT,"Fraunhofer Research Institution for Microsystems and Solid State Technologies EMFT"
FRAUNHOFER_INSTITUTE_FOR_MOLECULAR_BIOLOGY_AND_APPLIED_ECOLOGY_IME,"Fraunhofer Institute for Molecular Biology and Applied Ecology IME"
FRAUNHOFER_INSTITUTE_FOR_NONDESTRUCTIVE_TESTING_IZFP,"Fraunhofer Institute for Nondestructive Testing IZFP"
FRAUNHOFER_INSTITUTE_FOR_OPTRONICS_SYSTEM_TECHNOLOGIES_AND_IMAGE_EXPLOITATION_IOSB,"Fraunhofer Institute for Optronics, System Technologies and Image Exploitation IOSB"
FRAUNHOFER_INSTITUTE_FOR_OPEN_COMMUNICATION_SYSTEMS_FOKUS,"Fraunhofer Institute for Open Communication Systems FOKUS"
FRAUNHOFER_INSTITUTE_FOR_PHOTONIC_MICROSYSTEMS_IPMS,"Fraunhofer Institute for Photonic Microsystems IPMS"
FRAUNHOFER_INSTITUTE_FOR_PHYSICAL_MEASUREMENT_TECHNIQUES_IPM,"Fraunhofer Institute for Physical Measurement Techniques IPM"
FRAUNHOFER_INSTITUTE_FOR_PROCESS_ENGINEERING_AND_PACKAGING_IVV,"Fraunhofer Institute for Process Engineering and Packaging IVV"
FRAUNHOFER_INSTITUTE_FOR_PRODUCTION_SYSTEMS_AND_DESIGN_TECHNOLOGY_IPK,"Fraunhofer Institute for Production Systems and Design Technology IPK"
